id,instrument_token,symbol,expiry_date,strike_price,option_type,tier,subscribed_at,ws_connection_id,active
1665,53865,MIDCPNIFTY,2026-03-30,10000.0,CE,TIER_B,2026-02-05 07:38:07.753237,5,1
1666,53866,MIDCPNIFTY,2026-03-30,10000.0,PE,TIER_B,2026-02-05 07:38:07.753266,1,1
1667,53870,MIDCPNIFTY,2026-03-30,10100.0,CE,TIER_B,2026-02-05 07:38:07.753295,2,1
1668,53871,MIDCPNIFTY,2026-03-30,10100.0,PE,TIER_B,2026-02-05 07:38:07.753324,3,1
1669,53872,MIDCPNIFTY,2026-03-30,10200.0,CE,TIER_B,2026-02-05 07:38:07.753352,4,1
1670,53873,MIDCPNIFTY,2026-03-30,10200.0,PE,TIER_B,2026-02-05 07:38:07.753381,5,1
1671,53874,MIDCPNIFTY,2026-03-30,10300.0,CE,TIER_B,2026-02-05 07:38:07.753410,1,1
1672,53875,MIDCPNIFTY,2026-03-30,10300.0,PE,TIER_B,2026-02-05 07:38:07.753438,2,1
1673,53876,MIDCPNIFTY,2026-03-30,10400.0,CE,TIER_B,2026-02-05 07:38:07.753468,3,1
1674,53878,MIDCPNIFTY,2026-03-30,10400.0,PE,TIER_B,2026-02-05 07:38:07.753496,4,1
1675,53879,MIDCPNIFTY,2026-03-30,10500.0,CE,TIER_B,2026-02-05 07:38:07.753525,5,1
1676,53880,MIDCPNIFTY,2026-03-30,10500.0,PE,TIER_B,2026-02-05 07:38:07.753554,1,1
1677,53881,MIDCPNIFTY,2026-03-30,10600.0,CE,TIER_B,2026-02-05 07:38:07.753583,2,1
1678,53882,MIDCPNIFTY,2026-03-30,10600.0,PE,TIER_B,2026-02-05 07:38:07.753613,3,1
1679,53884,MIDCPNIFTY,2026-03-30,10700.0,CE,TIER_B,2026-02-05 07:38:07.753642,4,1
1680,53885,MIDCPNIFTY,2026-03-30,10700.0,PE,TIER_B,2026-02-05 07:38:07.753671,5,1
1681,41129,MIDCPNIFTY,2026-03-30,10775.0,CE,TIER_B,2026-02-05 07:38:07.753701,1,1
1682,41135,MIDCPNIFTY,2026-03-30,10775.0,PE,TIER_B,2026-02-05 07:38:07.753730,2,1
1683,53886,MIDCPNIFTY,2026-03-30,10800.0,CE,TIER_B,2026-02-05 07:38:07.753759,3,1
1684,53887,MIDCPNIFTY,2026-03-30,10800.0,PE,TIER_B,2026-02-05 07:38:07.753787,4,1
1685,64634,MIDCPNIFTY,2026-03-30,10825.0,CE,TIER_B,2026-02-05 07:38:07.753815,5,1
1686,64635,MIDCPNIFTY,2026-03-30,10825.0,PE,TIER_B,2026-02-05 07:38:07.753844,1,1
1687,858963,BANKEX,2026-02-26,56100.0,CE,TIER_B,2026-02-05 07:38:07.754223,2,1
1688,859289,BANKEX,2026-02-26,56100.0,PE,TIER_B,2026-02-05 07:38:07.754273,3,1
1689,859439,BANKEX,2026-02-26,56200.0,CE,TIER_B,2026-02-05 07:38:07.754306,4,1
1690,858908,BANKEX,2026-02-26,56200.0,PE,TIER_B,2026-02-05 07:38:07.754335,5,1
1691,859066,BANKEX,2026-02-26,56300.0,CE,TIER_B,2026-02-05 07:38:07.754364,1,1
1692,859386,BANKEX,2026-02-26,56300.0,PE,TIER_B,2026-02-05 07:38:07.754394,2,1
1693,833173,BANKEX,2026-02-26,56400.0,CE,TIER_B,2026-02-05 07:38:07.754424,3,1
1694,833165,BANKEX,2026-02-26,56400.0,PE,TIER_B,2026-02-05 07:38:07.754453,4,1
1695,822638,BANKEX,2026-02-26,56500.0,CE,TIER_B,2026-02-05 07:38:07.754482,5,1
1696,822735,BANKEX,2026-02-26,56500.0,PE,TIER_B,2026-02-05 07:38:07.754511,1,1
1697,821588,BANKEX,2026-02-26,56600.0,CE,TIER_B,2026-02-05 07:38:07.754540,2,1
1698,821667,BANKEX,2026-02-26,56600.0,PE,TIER_B,2026-02-05 07:38:07.754568,3,1
1699,821703,BANKEX,2026-02-26,56700.0,CE,TIER_B,2026-02-05 07:38:07.754597,4,1
1700,821416,BANKEX,2026-02-26,56700.0,PE,TIER_B,2026-02-05 07:38:07.754625,5,1
1701,821609,BANKEX,2026-02-26,56800.0,CE,TIER_B,2026-02-05 07:38:07.754654,1,1
1702,821691,BANKEX,2026-02-26,56800.0,PE,TIER_B,2026-02-05 07:38:07.754682,2,1
1703,820841,BANKEX,2026-02-26,56900.0,CE,TIER_B,2026-02-05 07:38:07.754712,3,1
1704,820779,BANKEX,2026-02-26,56900.0,PE,TIER_B,2026-02-05 07:38:07.754741,4,1
1705,821009,BANKEX,2026-02-26,57000.0,CE,TIER_B,2026-02-05 07:38:07.754769,5,1
1706,820947,BANKEX,2026-02-26,57000.0,PE,TIER_B,2026-02-05 07:38:07.754799,1,1
1707,820185,BANKEX,2026-02-26,57100.0,CE,TIER_B,2026-02-05 07:38:07.754829,2,1
1708,820792,BANKEX,2026-02-26,57100.0,PE,TIER_B,2026-02-05 07:38:07.754858,3,1
1709,820573,BANKEX,2026-02-26,57200.0,CE,TIER_B,2026-02-05 07:38:07.754887,4,1
1710,821201,BANKEX,2026-02-26,57200.0,PE,TIER_B,2026-02-05 07:38:07.754916,5,1
1711,820433,BANKEX,2026-02-26,57300.0,CE,TIER_B,2026-02-05 07:38:07.754945,1,1
1712,821043,BANKEX,2026-02-26,57300.0,PE,TIER_B,2026-02-05 07:38:07.754973,2,1
1713,820818,BANKEX,2026-02-26,57400.0,CE,TIER_B,2026-02-05 07:38:07.755005,3,1
1714,820237,BANKEX,2026-02-26,57400.0,PE,TIER_B,2026-02-05 07:38:07.755033,4,1
1715,1174007,BANKEX,2026-02-26,57500.0,CE,TIER_B,2026-02-05 07:38:07.755062,5,1
1716,1173692,BANKEX,2026-02-26,57500.0,PE,TIER_B,2026-02-05 07:38:07.755091,1,1
1717,1174190,BANKEX,2026-02-26,57600.0,CE,TIER_B,2026-02-05 07:38:07.755120,2,1
1718,1173890,BANKEX,2026-02-26,57600.0,PE,TIER_B,2026-02-05 07:38:07.755149,3,1
1719,1174115,BANKEX,2026-02-26,57700.0,CE,TIER_B,2026-02-05 07:38:07.755178,4,1
1720,1174084,BANKEX,2026-02-26,57700.0,PE,TIER_B,2026-02-05 07:38:07.755206,5,1
1721,1173698,BANKEX,2026-02-26,57800.0,CE,TIER_B,2026-02-05 07:38:07.755235,1,1
1722,1174024,BANKEX,2026-02-26,57800.0,PE,TIER_B,2026-02-05 07:38:07.755263,2,1
1723,1173906,BANKEX,2026-02-26,57900.0,CE,TIER_B,2026-02-05 07:38:07.755293,3,1
1724,1174204,BANKEX,2026-02-26,57900.0,PE,TIER_B,2026-02-05 07:38:07.755322,4,1
1725,1173994,BANKEX,2026-02-26,58000.0,CE,TIER_B,2026-02-05 07:38:07.755350,5,1
1726,1173680,BANKEX,2026-02-26,58000.0,PE,TIER_B,2026-02-05 07:38:07.755378,1,1
1727,1173910,BANKEX,2026-02-26,58100.0,CE,TIER_B,2026-02-05 07:38:07.755407,2,1
1728,1174215,BANKEX,2026-02-26,58100.0,PE,TIER_B,2026-02-05 07:38:07.755435,3,1
1729,1174104,BANKEX,2026-02-26,58200.0,CE,TIER_B,2026-02-05 07:38:07.755465,4,1
1730,1173810,BANKEX,2026-02-26,58200.0,PE,TIER_B,2026-02-05 07:38:07.755493,5,1
1731,1174040,BANKEX,2026-02-26,58300.0,CE,TIER_B,2026-02-05 07:38:07.755521,1,1
1732,1173734,BANKEX,2026-02-26,58300.0,PE,TIER_B,2026-02-05 07:38:07.755550,2,1
1733,1174221,BANKEX,2026-02-26,58400.0,CE,TIER_B,2026-02-05 07:38:07.755579,3,1
1734,1173931,BANKEX,2026-02-26,58400.0,PE,TIER_B,2026-02-05 07:38:07.755608,4,1
1735,1174147,BANKEX,2026-02-26,58500.0,CE,TIER_B,2026-02-05 07:38:07.755636,5,1
1736,1174123,BANKEX,2026-02-26,58500.0,PE,TIER_B,2026-02-05 07:38:07.755664,1,1
1737,1173741,BANKEX,2026-02-26,58600.0,CE,TIER_B,2026-02-05 07:38:07.755693,2,1
1738,1174059,BANKEX,2026-02-26,58600.0,PE,TIER_B,2026-02-05 07:38:07.755722,3,1
1739,858775,BANKEX,2026-03-25,56100.0,CE,TIER_B,2026-02-05 07:38:07.756023,4,1
1740,859123,BANKEX,2026-03-25,56100.0,PE,TIER_B,2026-02-05 07:38:07.756056,5,1
1741,859268,BANKEX,2026-03-25,56200.0,CE,TIER_B,2026-02-05 07:38:07.756087,1,1
1742,858022,BANKEX,2026-03-25,56200.0,PE,TIER_B,2026-02-05 07:38:07.756116,2,1
1743,858886,BANKEX,2026-03-25,56300.0,CE,TIER_B,2026-02-05 07:38:07.756147,3,1
1744,859219,BANKEX,2026-03-25,56300.0,PE,TIER_B,2026-02-05 07:38:07.756176,4,1
1745,833108,BANKEX,2026-03-25,56400.0,CE,TIER_B,2026-02-05 07:38:07.756206,5,1
1746,833089,BANKEX,2026-03-25,56400.0,PE,TIER_B,2026-02-05 07:38:07.756238,1,1
1747,832400,BANKEX,2026-03-25,56500.0,CE,TIER_B,2026-02-05 07:38:07.756268,2,1
1748,832673,BANKEX,2026-03-25,56500.0,PE,TIER_B,2026-02-05 07:38:07.756301,3,1
1749,826832,BANKEX,2026-03-25,56600.0,CE,TIER_B,2026-02-05 07:38:07.756334,4,1
1750,828344,BANKEX,2026-03-25,56600.0,PE,TIER_B,2026-02-05 07:38:07.756362,5,1
1751,829037,BANKEX,2026-03-25,56700.0,CE,TIER_B,2026-02-05 07:38:07.756391,1,1
1752,831059,BANKEX,2026-03-25,56700.0,PE,TIER_B,2026-02-05 07:38:07.756419,2,1
1753,827266,BANKEX,2026-03-25,56800.0,CE,TIER_B,2026-02-05 07:38:07.756448,3,1
1754,828787,BANKEX,2026-03-25,56800.0,PE,TIER_B,2026-02-05 07:38:07.756476,4,1
1755,829491,BANKEX,2026-03-25,56900.0,CE,TIER_B,2026-02-05 07:38:07.756505,5,1
1756,827041,BANKEX,2026-03-25,56900.0,PE,TIER_B,2026-02-05 07:38:07.756534,1,1
1757,826526,BANKEX,2026-03-25,57000.0,CE,TIER_B,2026-02-05 07:38:07.756566,2,1
1758,828040,BANKEX,2026-03-25,57000.0,PE,TIER_B,2026-02-05 07:38:07.756596,3,1
1759,824740,BANKEX,2026-03-25,57100.0,CE,TIER_B,2026-02-05 07:38:07.756625,4,1
1760,826272,BANKEX,2026-03-25,57100.0,PE,TIER_B,2026-02-05 07:38:07.756653,5,1
1761,826970,BANKEX,2026-03-25,57200.0,CE,TIER_B,2026-02-05 07:38:07.756684,1,1
1762,824486,BANKEX,2026-03-25,57200.0,PE,TIER_B,2026-02-05 07:38:07.756713,2,1
1763,825229,BANKEX,2026-03-25,57300.0,CE,TIER_B,2026-02-05 07:38:07.756744,3,1
1764,826735,BANKEX,2026-03-25,57300.0,PE,TIER_B,2026-02-05 07:38:07.756772,4,1
1765,831100,BANKEX,2026-03-25,57400.0,CE,TIER_B,2026-02-05 07:38:07.756802,5,1
1766,824965,BANKEX,2026-03-25,57400.0,PE,TIER_B,2026-02-05 07:38:07.756830,1,1
1767,825670,BANKEX,2026-03-25,57500.0,CE,TIER_B,2026-02-05 07:38:07.756858,2,1
1768,827174,BANKEX,2026-03-25,57500.0,PE,TIER_B,2026-02-05 07:38:07.756890,3,1
1769,831601,BANKEX,2026-03-25,57600.0,CE,TIER_B,2026-02-05 07:38:07.756919,4,1
1770,825431,BANKEX,2026-03-25,57600.0,PE,TIER_B,2026-02-05 07:38:07.756949,5,1
1771,826088,BANKEX,2026-03-25,57700.0,CE,TIER_B,2026-02-05 07:38:07.756981,1,1
1772,831353,BANKEX,2026-03-25,57700.0,PE,TIER_B,2026-02-05 07:38:07.757013,2,1
1773,824320,BANKEX,2026-03-25,57800.0,CE,TIER_B,2026-02-05 07:38:07.757043,3,1
1774,825860,BANKEX,2026-03-25,57800.0,PE,TIER_B,2026-02-05 07:38:07.757071,4,1
1775,830258,BANKEX,2026-03-25,57900.0,CE,TIER_B,2026-02-05 07:38:07.757100,5,1
1776,831814,BANKEX,2026-03-25,57900.0,PE,TIER_B,2026-02-05 07:38:07.757129,1,1
1777,831289,BANKEX,2026-03-25,58000.0,CE,TIER_B,2026-02-05 07:38:07.757158,2,1
1778,828294,BANKEX,2026-03-25,58000.0,PE,TIER_B,2026-02-05 07:38:07.757187,3,1
1779,828994,BANKEX,2026-03-25,58100.0,CE,TIER_B,2026-02-05 07:38:07.757216,4,1
1780,831002,BANKEX,2026-03-25,58100.0,PE,TIER_B,2026-02-05 07:38:07.757244,5,1
1781,827219,BANKEX,2026-03-25,58200.0,CE,TIER_B,2026-02-05 07:38:07.757272,1,1
1782,828741,BANKEX,2026-03-25,58200.0,PE,TIER_B,2026-02-05 07:38:07.757304,2,1
1783,829454,BANKEX,2026-03-25,58300.0,CE,TIER_B,2026-02-05 07:38:07.757337,3,1
1784,831506,BANKEX,2026-03-25,58300.0,PE,TIER_B,2026-02-05 07:38:07.757366,4,1
1785,827651,BANKEX,2026-03-25,58400.0,CE,TIER_B,2026-02-05 07:38:07.757394,5,1
1786,829213,BANKEX,2026-03-25,58400.0,PE,TIER_B,2026-02-05 07:38:07.757422,1,1
1787,830415,BANKEX,2026-03-25,58500.0,CE,TIER_B,2026-02-05 07:38:07.757451,2,1
1788,827415,BANKEX,2026-03-25,58500.0,PE,TIER_B,2026-02-05 07:38:07.757480,3,1
1789,828137,BANKEX,2026-03-25,58600.0,CE,TIER_B,2026-02-05 07:38:07.757509,4,1
1790,830172,BANKEX,2026-03-25,58600.0,PE,TIER_B,2026-02-05 07:38:07.757538,5,1
1791,41159,NIFTY,2026-02-10,19600.0,CE,TIER_B,2026-02-06 04:55:32.776905,1,1
1792,41161,NIFTY,2026-02-10,19600.0,PE,TIER_B,2026-02-06 04:55:32.776962,2,1
1793,41163,NIFTY,2026-02-10,19650.0,CE,TIER_B,2026-02-06 04:55:32.777006,3,1
1794,41164,NIFTY,2026-02-10,19650.0,PE,TIER_B,2026-02-06 04:55:32.777044,4,1
1795,41167,NIFTY,2026-02-10,19700.0,CE,TIER_B,2026-02-06 04:55:32.777089,5,1
1796,41168,NIFTY,2026-02-10,19700.0,PE,TIER_B,2026-02-06 04:55:32.777138,1,1
1797,41171,NIFTY,2026-02-10,19750.0,CE,TIER_B,2026-02-06 04:55:32.777175,2,1
1798,41172,NIFTY,2026-02-10,19750.0,PE,TIER_B,2026-02-06 04:55:32.777211,3,1
1799,64656,NIFTY,2026-02-10,19800.0,CE,TIER_B,2026-02-06 04:55:32.777249,4,1
1800,64657,NIFTY,2026-02-10,19800.0,PE,TIER_B,2026-02-06 04:55:32.777285,5,1
1801,64658,NIFTY,2026-02-10,19850.0,CE,TIER_B,2026-02-06 04:55:32.777322,1,1
1802,64659,NIFTY,2026-02-10,19850.0,PE,TIER_B,2026-02-06 04:55:32.777359,2,1
1803,47363,NIFTY,2026-02-10,19900.0,CE,TIER_B,2026-02-06 04:55:32.777394,3,1
1804,47364,NIFTY,2026-02-10,19900.0,PE,TIER_B,2026-02-06 04:55:32.777429,4,1
1805,47365,NIFTY,2026-02-10,19950.0,CE,TIER_B,2026-02-06 04:55:32.777465,5,1
1806,47366,NIFTY,2026-02-10,19950.0,PE,TIER_B,2026-02-06 04:55:32.777500,1,1
1807,52954,NIFTY,2026-02-10,20000.0,CE,TIER_B,2026-02-06 04:55:32.777539,2,1
1808,52955,NIFTY,2026-02-10,20000.0,PE,TIER_B,2026-02-06 04:55:32.777574,3,1
1809,52956,NIFTY,2026-02-10,20050.0,CE,TIER_B,2026-02-06 04:55:32.777609,4,1
1810,52957,NIFTY,2026-02-10,20050.0,PE,TIER_B,2026-02-06 04:55:32.777643,5,1
1811,52958,NIFTY,2026-02-10,20100.0,CE,TIER_B,2026-02-06 04:55:32.777676,1,1
1812,52959,NIFTY,2026-02-10,20100.0,PE,TIER_B,2026-02-06 04:55:32.777711,2,1
1813,52960,NIFTY,2026-02-10,20150.0,CE,TIER_B,2026-02-06 04:55:32.777744,3,1
1814,52961,NIFTY,2026-02-10,20150.0,PE,TIER_B,2026-02-06 04:55:32.777778,4,1
1815,52962,NIFTY,2026-02-10,20200.0,CE,TIER_B,2026-02-06 04:55:32.777812,5,1
1816,52963,NIFTY,2026-02-10,20200.0,PE,TIER_B,2026-02-06 04:55:32.777844,1,1
1817,52964,NIFTY,2026-02-10,20250.0,CE,TIER_B,2026-02-06 04:55:32.777883,2,1
1818,52965,NIFTY,2026-02-10,20250.0,PE,TIER_B,2026-02-06 04:55:32.777916,3,1
1819,52966,NIFTY,2026-02-10,20300.0,CE,TIER_B,2026-02-06 04:55:32.777949,4,1
1820,52967,NIFTY,2026-02-10,20300.0,PE,TIER_B,2026-02-06 04:55:32.777982,5,1
1821,51252,NIFTY,2026-02-10,20350.0,CE,TIER_B,2026-02-06 04:55:32.778016,1,1
1822,51253,NIFTY,2026-02-10,20350.0,PE,TIER_B,2026-02-06 04:55:32.778048,2,1
1823,38643,NIFTY,2026-02-10,20400.0,CE,TIER_B,2026-02-06 04:55:32.778081,3,1
1824,38644,NIFTY,2026-02-10,20400.0,PE,TIER_B,2026-02-06 04:55:32.778115,4,1
1825,45594,NIFTY,2026-02-10,20450.0,CE,TIER_B,2026-02-06 04:55:32.778148,5,1
1826,45595,NIFTY,2026-02-10,20450.0,PE,TIER_B,2026-02-06 04:55:32.778181,1,1
1827,45598,NIFTY,2026-02-10,20500.0,CE,TIER_B,2026-02-06 04:55:32.778215,2,1
1828,45599,NIFTY,2026-02-10,20500.0,PE,TIER_B,2026-02-06 04:55:32.778247,3,1
1829,45600,NIFTY,2026-02-10,20550.0,CE,TIER_B,2026-02-06 04:55:32.778280,4,1
1830,45603,NIFTY,2026-02-10,20550.0,PE,TIER_B,2026-02-06 04:55:32.778313,5,1
1831,45604,NIFTY,2026-02-10,20600.0,CE,TIER_B,2026-02-06 04:55:32.778345,1,1
1832,45605,NIFTY,2026-02-10,20600.0,PE,TIER_B,2026-02-06 04:55:32.778378,2,1
1833,44447,NIFTY,2026-02-10,20650.0,CE,TIER_B,2026-02-06 04:55:32.778414,3,1
1834,44448,NIFTY,2026-02-10,20650.0,PE,TIER_B,2026-02-06 04:55:32.778448,4,1
1835,44449,NIFTY,2026-02-10,20700.0,CE,TIER_B,2026-02-06 04:55:32.778482,5,1
1836,44451,NIFTY,2026-02-10,20700.0,PE,TIER_B,2026-02-06 04:55:32.778529,1,1
1837,44452,NIFTY,2026-02-10,20750.0,CE,TIER_B,2026-02-06 04:55:32.778565,2,1
1838,44458,NIFTY,2026-02-10,20750.0,PE,TIER_B,2026-02-06 04:55:32.778603,3,1
1839,44459,NIFTY,2026-02-10,20800.0,CE,TIER_B,2026-02-06 04:55:32.778652,4,1
1840,44461,NIFTY,2026-02-10,20800.0,PE,TIER_B,2026-02-06 04:55:32.778689,5,1
1841,44462,NIFTY,2026-02-10,20850.0,CE,TIER_B,2026-02-06 04:55:32.778723,1,1
1842,44463,NIFTY,2026-02-10,20850.0,PE,TIER_B,2026-02-06 04:55:32.778757,2,1
1843,41173,NIFTY,2026-02-17,19600.0,CE,TIER_B,2026-02-06 04:55:32.779154,3,1
1844,41174,NIFTY,2026-02-17,19600.0,PE,TIER_B,2026-02-06 04:55:32.779202,4,1
1845,41175,NIFTY,2026-02-17,19650.0,CE,TIER_B,2026-02-06 04:55:32.779245,5,1
1846,41176,NIFTY,2026-02-17,19650.0,PE,TIER_B,2026-02-06 04:55:32.779282,1,1
1847,41177,NIFTY,2026-02-17,19700.0,CE,TIER_B,2026-02-06 04:55:32.779320,2,1
1848,41178,NIFTY,2026-02-17,19700.0,PE,TIER_B,2026-02-06 04:55:32.779356,3,1
1849,41179,NIFTY,2026-02-17,19750.0,CE,TIER_B,2026-02-06 04:55:32.779392,4,1
1850,41186,NIFTY,2026-02-17,19750.0,PE,TIER_B,2026-02-06 04:55:32.779426,5,1
1851,64660,NIFTY,2026-02-17,19800.0,CE,TIER_B,2026-02-06 04:55:32.779460,1,1
1852,64661,NIFTY,2026-02-17,19800.0,PE,TIER_B,2026-02-06 04:55:32.779497,2,1
1853,64662,NIFTY,2026-02-17,19850.0,CE,TIER_B,2026-02-06 04:55:32.779531,3,1
1854,64665,NIFTY,2026-02-17,19850.0,PE,TIER_B,2026-02-06 04:55:32.779566,4,1
1855,47367,NIFTY,2026-02-17,19900.0,CE,TIER_B,2026-02-06 04:55:32.779600,5,1
1856,47368,NIFTY,2026-02-17,19900.0,PE,TIER_B,2026-02-06 04:55:32.779634,1,1
1857,47369,NIFTY,2026-02-17,19950.0,CE,TIER_B,2026-02-06 04:55:32.779669,2,1
1858,47370,NIFTY,2026-02-17,19950.0,PE,TIER_B,2026-02-06 04:55:32.779707,3,1
1859,52968,NIFTY,2026-02-17,20000.0,CE,TIER_B,2026-02-06 04:55:32.779741,4,1
1860,52969,NIFTY,2026-02-17,20000.0,PE,TIER_B,2026-02-06 04:55:32.779774,5,1
1861,52970,NIFTY,2026-02-17,20050.0,CE,TIER_B,2026-02-06 04:55:32.779808,1,1
1862,52971,NIFTY,2026-02-17,20050.0,PE,TIER_B,2026-02-06 04:55:32.779841,2,1
1863,52972,NIFTY,2026-02-17,20100.0,CE,TIER_B,2026-02-06 04:55:32.779875,3,1
1864,52973,NIFTY,2026-02-17,20100.0,PE,TIER_B,2026-02-06 04:55:32.779908,4,1
1865,52974,NIFTY,2026-02-17,20150.0,CE,TIER_B,2026-02-06 04:55:32.779942,5,1
1866,52975,NIFTY,2026-02-17,20150.0,PE,TIER_B,2026-02-06 04:55:32.779975,1,1
1867,52976,NIFTY,2026-02-17,20200.0,CE,TIER_B,2026-02-06 04:55:32.780008,2,1
1868,52977,NIFTY,2026-02-17,20200.0,PE,TIER_B,2026-02-06 04:55:32.780042,3,1
1869,52980,NIFTY,2026-02-17,20250.0,CE,TIER_B,2026-02-06 04:55:32.780075,4,1
1870,52981,NIFTY,2026-02-17,20250.0,PE,TIER_B,2026-02-06 04:55:32.780110,5,1
1871,52982,NIFTY,2026-02-17,20300.0,CE,TIER_B,2026-02-06 04:55:32.780145,1,1
1872,52983,NIFTY,2026-02-17,20300.0,PE,TIER_B,2026-02-06 04:55:32.780177,2,1
1873,51254,NIFTY,2026-02-17,20350.0,CE,TIER_B,2026-02-06 04:55:32.780210,3,1
1874,51255,NIFTY,2026-02-17,20350.0,PE,TIER_B,2026-02-06 04:55:32.780242,4,1
1875,41473,NIFTY,2026-02-17,20400.0,CE,TIER_B,2026-02-06 04:55:32.780275,5,1
1876,41480,NIFTY,2026-02-17,20400.0,PE,TIER_B,2026-02-06 04:55:32.780308,1,1
1877,41481,NIFTY,2026-02-17,20450.0,CE,TIER_B,2026-02-06 04:55:32.780341,2,1
1878,41484,NIFTY,2026-02-17,20450.0,PE,TIER_B,2026-02-06 04:55:32.780374,3,1
1879,47853,NIFTY,2026-02-17,20500.0,CE,TIER_B,2026-02-06 04:55:32.780407,4,1
1880,47860,NIFTY,2026-02-17,20500.0,PE,TIER_B,2026-02-06 04:55:32.780442,5,1
1881,47861,NIFTY,2026-02-17,20550.0,CE,TIER_B,2026-02-06 04:55:32.780474,1,1
1882,47862,NIFTY,2026-02-17,20550.0,PE,TIER_B,2026-02-06 04:55:32.780506,2,1
1883,47863,NIFTY,2026-02-17,20600.0,CE,TIER_B,2026-02-06 04:55:32.780538,3,1
1884,47864,NIFTY,2026-02-17,20600.0,PE,TIER_B,2026-02-06 04:55:32.780571,4,1
1885,47865,NIFTY,2026-02-17,20650.0,CE,TIER_B,2026-02-06 04:55:32.780604,5,1
1886,47868,NIFTY,2026-02-17,20650.0,PE,TIER_B,2026-02-06 04:55:32.780636,1,1
1887,47869,NIFTY,2026-02-17,20700.0,CE,TIER_B,2026-02-06 04:55:32.780672,2,1
1888,47884,NIFTY,2026-02-17,20700.0,PE,TIER_B,2026-02-06 04:55:32.780708,3,1
1889,47885,NIFTY,2026-02-17,20750.0,CE,TIER_B,2026-02-06 04:55:32.780740,4,1
1890,47898,NIFTY,2026-02-17,20750.0,PE,TIER_B,2026-02-06 04:55:32.780773,5,1
1891,47899,NIFTY,2026-02-17,20800.0,CE,TIER_B,2026-02-06 04:55:32.780805,1,1
1892,47900,NIFTY,2026-02-17,20800.0,PE,TIER_B,2026-02-06 04:55:32.780847,2,1
1893,47901,NIFTY,2026-02-17,20850.0,CE,TIER_B,2026-02-06 04:55:32.780883,3,1
1894,47902,NIFTY,2026-02-17,20850.0,PE,TIER_B,2026-02-06 04:55:32.780918,4,1
1895,64482,BANKNIFTY,2026-02-24,36000.0,CE,TIER_B,2026-02-06 04:55:32.781551,5,1
1896,64483,BANKNIFTY,2026-02-24,36000.0,PE,TIER_B,2026-02-06 04:55:32.781732,1,1
1897,59522,BANKNIFTY,2026-02-24,36500.0,CE,TIER_B,2026-02-06 04:55:32.781817,2,1
1898,59523,BANKNIFTY,2026-02-24,36500.0,PE,TIER_B,2026-02-06 04:55:32.781875,3,1
1899,59524,BANKNIFTY,2026-02-24,37000.0,CE,TIER_B,2026-02-06 04:55:32.781931,4,1
1900,59541,BANKNIFTY,2026-02-24,37000.0,PE,TIER_B,2026-02-06 04:55:32.781987,5,1
1901,59542,BANKNIFTY,2026-02-24,37500.0,CE,TIER_B,2026-02-06 04:55:32.782045,1,1
1902,59546,BANKNIFTY,2026-02-24,37500.0,PE,TIER_B,2026-02-06 04:55:32.782099,2,1
1903,59547,BANKNIFTY,2026-02-24,38000.0,CE,TIER_B,2026-02-06 04:55:32.782152,3,1
1904,59548,BANKNIFTY,2026-02-24,38000.0,PE,TIER_B,2026-02-06 04:55:32.782206,4,1
1905,59549,BANKNIFTY,2026-02-24,38500.0,CE,TIER_B,2026-02-06 04:55:32.782260,5,1
1906,59550,BANKNIFTY,2026-02-24,38500.0,PE,TIER_B,2026-02-06 04:55:32.782316,1,1
1907,59551,BANKNIFTY,2026-02-24,39000.0,CE,TIER_B,2026-02-06 04:55:32.782371,2,1
1908,59552,BANKNIFTY,2026-02-24,39000.0,PE,TIER_B,2026-02-06 04:55:32.782426,3,1
1909,59553,BANKNIFTY,2026-02-24,39500.0,CE,TIER_B,2026-02-06 04:55:32.782482,4,1
1910,59554,BANKNIFTY,2026-02-24,39500.0,PE,TIER_B,2026-02-06 04:55:32.782539,5,1
1911,59555,BANKNIFTY,2026-02-24,40000.0,CE,TIER_B,2026-02-06 04:55:32.782595,1,1
1912,59556,BANKNIFTY,2026-02-24,40000.0,PE,TIER_B,2026-02-06 04:55:32.782654,2,1
1913,59559,BANKNIFTY,2026-02-24,40500.0,CE,TIER_B,2026-02-06 04:55:32.782778,3,1
1914,59560,BANKNIFTY,2026-02-24,40500.0,PE,TIER_B,2026-02-06 04:55:32.782857,4,1
1915,59563,BANKNIFTY,2026-02-24,41000.0,CE,TIER_B,2026-02-06 04:55:32.782968,5,1
1916,59564,BANKNIFTY,2026-02-24,41000.0,PE,TIER_B,2026-02-06 04:55:32.783065,1,1
1917,59565,BANKNIFTY,2026-02-24,41500.0,CE,TIER_B,2026-02-06 04:55:32.783129,2,1
1918,59566,BANKNIFTY,2026-02-24,41500.0,PE,TIER_B,2026-02-06 04:55:32.783187,3,1
1919,59567,BANKNIFTY,2026-02-24,42000.0,CE,TIER_B,2026-02-06 04:55:32.783240,4,1
1920,59568,BANKNIFTY,2026-02-24,42000.0,PE,TIER_B,2026-02-06 04:55:32.783293,5,1
1921,59569,BANKNIFTY,2026-02-24,42500.0,CE,TIER_B,2026-02-06 04:55:32.783349,1,1
1922,59570,BANKNIFTY,2026-02-24,42500.0,PE,TIER_B,2026-02-06 04:55:32.783404,2,1
1923,59573,BANKNIFTY,2026-02-24,43000.0,CE,TIER_B,2026-02-06 04:55:32.783458,3,1
